Id,DisplayName,Views,DownVotes,LastAccessDate,ProfileImageUrl,WebsiteUrl,Reputation,Location,Age,UpVotes,CreationDate,AboutMe,AccountId
12408,EDWIN ANDRES PRIETO ROBAYO,0,0,2016-08-04T01:56:08.033,https://www.gravatar.com/avatar/85401df2f869709b6e10bd99a442ddf3?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-04T01:56:08.033,,8949243
12409,Horacio Tirado,0,0,2016-08-04T02:42:35.810,https://graph.facebook.com/819448944824023/picture?type=large,,1,,,0,2016-08-04T02:42:35.810,,8947824
12410,Matias Araya,0,0,2016-08-04T02:55:18.850,https://www.gravatar.com/avatar/9bfdc728c24bf8ef29483c1f50a38a86?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-04T02:55:18.850,,6565491
12411,nooooooo,0,0,2016-08-04T02:57:50.310,https://www.gravatar.com/avatar/2093034bbaf8ace9ef401baa980d51ed?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-04T02:57:50.310,,8488703
12412,geedelur,0,0,2016-08-04T03:33:39.330,https://www.gravatar.com/avatar/067adbdf6a28aab707c7f79ee61e5927?s=128&d=identicon&r=PG&f=1,,101,,,0,2016-08-04T03:33:39.330,,3736792
12413,Walter,0,0,2016-08-04T05:57:31.893,https://www.gravatar.com/avatar/37841384f61bb027d8b197acd0da561e?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-04T03:48:39.523,,5664704
12414,Camilo Bedoya,0,0,2016-08-15T17:22:45.787,https://lh5.googleusercontent.com/-sm5GqFsqQig/AAAAAAAAAAI/AAAAAAAAAFw/IgYxEnRXa5Q/photo.jpg,,1,,,0,2016-08-04T04:00:25.827,,8949675
12415,Nick,0,0,2016-08-11T23:46:07.017,,,1,,,0,2016-08-04T04:01:50.983,,8949678
12416,enmanue baez,0,0,2016-08-04T04:23:16.927,https://lh5.googleusercontent.com/-S8qtYAuLNUg/AAAAAAAAAAI/AAAAAAAAA-A/FxjzzyG50pA/photo.jpg,,1,,,0,2016-08-04T04:23:16.927,,8949747
12417,Dipak Parmar,0,0,2016-08-04T05:19:12.370,https://i.stack.imgur.com/4Cirj.jpg?s=128&g=1,,1,"Gandhinagar, Gujarat, India",22,0,2016-08-04T05:19:12.370,,7573194
12418,Miguel Angel Cortes Nivia,1,0,2016-08-05T22:41:29.243,https://www.gravatar.com/avatar/f479b09f1a6f436488cb0cce81b58217?s=128&d=identicon&r=PG&f=1,,6,,,0,2016-08-04T05:38:52.780,,8950000
12419,Josue Hernandez,0,0,2016-08-04T06:14:46.340,https://graph.facebook.com/941372602657077/picture?type=large,,1,,,0,2016-08-04T06:14:46.340,,8950225
12420,Segundo Luisin Jacobo Garcia,0,0,2016-08-04T20:45:55.510,https://graph.facebook.com/10209196998314418/picture?type=large,,1,,,0,2016-08-04T06:14:55.853,,8950226
12421,sdwsff,0,0,2016-08-04T16:06:21.350,https://graph.facebook.com/100001061852283/picture?type=large,,1,,,0,2016-08-04T06:31:34.840,,3738911
12422,Cristian Mateos,0,0,2016-08-04T08:35:21.810,https://lh3.googleusercontent.com/-rF1rrPxp_yo/AAAAAAAAAAI/AAAAAAAAAIg/vXBw9hu-QZw/photo.jpg?sz=128,,1,,,0,2016-08-04T06:50:18.683,,8756581
12423,Noel Segura,0,0,2016-08-25T06:21:58.983,https://lh3.googleusercontent.com/-th-9TCyizGM/AAAAAAAAAAI/AAAAAAAAAMU/hZK82f8anto/photo.jpg?sz=128,,101,"Nagoya-shi, Japan",,0,2016-08-04T07:00:26.777,"<p>Robotics specialist with python, matlab and arduino as toolboxes for tinkering</p><br/>",6513781
12424,Sergio,0,0,2016-09-02T11:56:50.827,https://i.stack.imgur.com/0W8DS.png,,46,Madrid,29,12,2016-08-04T08:13:11.060,<p>Web developer</p><br/>,4369607
12425,Unai,0,0,2016-08-04T08:41:31.197,https://www.gravatar.com/avatar/1f3de5ebc1f1a9850f37ab7bb9e7580a?s=128&d=identicon&r=PG,,1,,28,0,2016-08-04T08:41:31.197,,2000174
12426,Jesús Ponce,0,0,2016-08-04T09:06:02.273,https://www.gravatar.com/avatar/c9861cd84df83bcc7005fa3004a574d4?s=128&d=identicon&r=PG,http://www.enala.net,1,"Madrid, Spain",39,0,2016-08-04T09:06:02.273,,189834
12427,Korsakof,0,0,2016-08-04T10:47:27.573,https://i.stack.imgur.com/PM1WB.png?s=128&g=1,,1,,,0,2016-08-04T10:47:27.573,,8768457
12428,Mikel,0,0,2016-08-09T10:37:47.733,https://www.gravatar.com/avatar/ca6ddeea8b6c45160d877e7617932b8a?s=128&d=identicon&r=PG&f=1,,19,,,0,2016-08-04T11:26:49.673,<p>J2EE Back & Front end develeoper.</p><br/>,8191881
12429,guswantstohirepeople,0,0,2016-08-05T12:34:02.597,https://www.gravatar.com/avatar/5b4386580706e5b61efe41e082500937?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-04T12:11:20.533,,8952399
12430,kylehide65,0,0,2016-08-14T16:43:58.523,https://www.gravatar.com/avatar/bd7d2a0c76d5736db7af311f378b2de4?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-04T12:48:23.723,,5944277
12431,Borja Calvo,3,0,2016-08-31T15:31:09.433,https://www.gravatar.com/avatar/a2d3ce0625d279fa5f461a213fc6d8fe?s=128&d=identicon&r=PG&f=1,,112,,,4,2016-08-04T13:26:03.260,,8952771
12432,Vampy El Indomable Ortiz,0,0,2016-08-04T14:25:16.393,https://graph.facebook.com/608040390/picture?type=large,,1,,,0,2016-08-04T14:25:16.393,,3531501
12433,Lorenzo Michel,0,0,2016-08-04T15:04:57.403,https://www.gravatar.com/avatar/035f9a84e35bbabedc7a57727655c674?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-04T14:49:13.217,,8953444
12434,andserfig,0,0,2016-08-08T10:22:29.240,https://www.gravatar.com/avatar/e7755f12a882d5e83471c9c79370eba5?s=128&d=identicon&r=PG&f=1,,11,,,0,2016-08-04T15:14:30.267,,8953599
12435,Faryd Montenegro,1,0,2016-08-29T13:22:25.637,https://lh5.googleusercontent.com/-C29ju6bwu8s/AAAAAAAAAAI/AAAAAAAADFw/Xdlww9cqMAw/photo.jpg,,15,,,1,2016-08-04T16:13:22.393,,8953937
12436,ppbeat78,0,0,2016-08-08T23:34:15.687,https://i.stack.imgur.com/eEcl1.jpg,,1,,,0,2016-08-04T16:15:41.973,,8953949
12437,Kevin Alberto Gaitan Mejia,0,0,2016-08-18T02:27:30.130,https://graph.facebook.com/10203503442461075/picture?type=large,,1,,,0,2016-08-04T16:20:27.520,,6114812
12438,Sergio García,0,0,2016-08-05T18:41:08.963,https://www.gravatar.com/avatar/c2485cd23bac6155845468da94bbca55?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-04T18:10:32.193,,8954587
12439,Andrés Rosero,0,0,2016-08-04T19:00:56.750,https://www.gravatar.com/avatar/5ea7b2ba327948b0755af991b3581a56?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-04T19:00:56.750,,8954839
12440,Felipe Valencia,0,0,2016-08-27T20:06:23.693,https://lh4.googleusercontent.com/-D_Zaw9M6n4Q/AAAAAAAAAAI/AAAAAAAAFeA/pYPTVUcQJo0/photo.jpg?sz=128,https://cl.linkedin.com/in/felipevalenciasanchez,1,"Valparaíso, Chile",25,0,2016-08-04T19:01:26.433,,8954845
12441,betterlaylow,0,0,2016-08-06T05:09:18.063,https://www.gravatar.com/avatar/be44daabedf339f09f35dd5d93c151fb?s=128&d=identicon&r=PG&f=1,,11,,,0,2016-08-04T19:06:05.383,,8373925
12442,PAOLA,0,0,2016-08-04T19:19:13.080,https://www.gravatar.com/avatar/46c3a42bbffbc2c562920de50740a598?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-04T19:19:13.080,,8954925
12443,Macr1408,0,0,2016-08-04T19:29:17.193,https://www.gravatar.com/avatar/7e8e5f473e293c8c4a8f07161c5e5b20?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-04T19:29:17.193,,5164235
12444,Edwin Pérez Avalos,0,0,2016-08-04T19:54:40.833,https://lh4.googleusercontent.com/-vhf56TiRkXU/AAAAAAAAAAI/AAAAAAAAAiI/E8YpIhFRKIM/photo.jpg,,1,,,0,2016-08-04T19:54:40.833,,8955090
12445,Juan Melián,0,0,2016-08-05T02:46:29.100,https://graph.facebook.com/10210385633942098/picture?type=large,,1,,,0,2016-08-04T19:56:13.773,,8918404
12446,Heinz Keydel,0,0,2016-09-02T21:34:55.413,https://www.gravatar.com/avatar/8707d12ff7046cd72ace63aae567a569?s=128&d=identicon&r=PG&f=1,,66,Guatemala,22,4,2016-08-04T20:03:06.050,"<h2>Analista Programador</h2><br/><br/><p>Desarrollo de sistemas de cualquier negocio o control de manera independiente.</p><br/><br/><p>Por diversión: Interpreto instrumento musical: piano, guitarra y armónica.   </p><br/><br/><blockquote><br/>  <p>La innovación es lo que distingue a un líder de los demás.</p><br/>  <br/>  <p>Steve Jobs</p><br/></blockquote><br/>",3586768
12447,Sebastian Sagardia,0,0,2016-08-04T20:31:00.777,,,1,,,0,2016-08-04T20:31:00.777,,8955263
12448,Juan R. Flores,0,0,2016-08-11T20:44:43.370,https://www.gravatar.com/avatar/c1746044742e2f4849d3ccdba77a7258?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-04T21:08:28.547,,8955420
12449,mvega,0,0,2016-08-17T20:46:58.697,https://www.gravatar.com/avatar/5ddf7e9694d17b9c1161414d5171e5ae?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-04T21:18:09.287,,8955464
12450,Hans Gianfranco Caballero,0,0,2016-08-04T21:34:23.213,https://lh5.googleusercontent.com/-LE2fxBDFNRI/AAAAAAAAAAI/AAAAAAAAGrU/Dl1h4mMnvqY/photo.jpg,,1,,,0,2016-08-04T21:34:23.213,,8955517
12451,Ulises Tmtz,0,0,2016-08-04T21:37:19.090,https://graph.facebook.com/1740075776252003/picture?type=large,,1,,,0,2016-08-04T21:37:19.090,,8955534
12452,Killoblanco,0,0,2016-08-04T22:04:52.347,https://lh3.googleusercontent.com/-0ZoFFyGcfGs/AAAAAAAAAAI/AAAAAAAAVSU/WZWeime-5A0/photo.jpg,,1,,,0,2016-08-04T21:48:32.920,,8955583
12453,DiegoGonzalez,0,0,2016-08-04T22:15:18.817,https://www.gravatar.com/avatar/72342416d51763e522e9b6e2c334ade5?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-04T22:15:18.817,,8955676
12454,Lordbynary,0,0,2016-08-05T13:40:35.723,https://www.gravatar.com/avatar/52c1a894bf79f0dedc34fe5584f07524?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-04T22:47:07.853,,7399616
12455,nthny,2,0,2016-08-08T16:51:16.957,https://www.gravatar.com/avatar/4e3d175460244e2aee556ec97235c8c9?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-04T23:26:27.150,,3748643
12456,L. Dan,0,0,2016-08-07T13:59:27.050,https://www.gravatar.com/avatar/c07543b1efc7c93261a5a06fd427c180?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-05T00:53:27.540,,7729828
12457,Daniel Diaz Martínez,0,0,2016-09-02T00:20:20.437,https://graph.facebook.com/1114604418578369/picture?type=large,,1,"Tuxpan, Veracruz, Xalapa Enríquez, México",,0,2016-08-05T02:27:43.267,,8956417
12458,kevin4dhd,1,0,2016-08-23T17:21:12.590,https://www.gravatar.com/avatar/ac073581e12b77263fe6b3c56a40c974?s=128&d=identicon&r=PG&f=1,,40,,,1,2016-08-05T02:29:39.047,,8956364
12459,jhon1946,0,0,2016-08-30T01:28:46.610,https://i.stack.imgur.com/HvkO6.png,,31,,,0,2016-08-05T03:10:10.780,,8956537
12460,Miguel Ángel TorresVera,0,0,2016-08-05T03:33:14.173,https://graph.facebook.com/10209485163222456/picture?type=large,,1,,,0,2016-08-05T03:33:14.173,,8956611
12461,Aitor,0,0,2016-08-05T07:12:22.293,https://www.gravatar.com/avatar/6a34d2db7f9bd885bd64dabc7d35f224?s=128&d=identicon&r=PG&f=1,,1,Spain,,0,2016-08-05T07:12:22.293,,7369450
12462,Zan ,0,0,2016-08-20T13:00:43.703,https://www.gravatar.com/avatar/dd75bf71a9e31cb638795149e0c61a0e?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-05T07:15:58.933,,6816263
12463,Héctor ,0,0,2016-08-05T07:58:20.793,https://lh5.googleusercontent.com/-NLPtKmCtm6E/AAAAAAAAAAI/AAAAAAAAAE0/J2HUlFU_6ZQ/photo.jpg,,1,,,0,2016-08-05T07:58:20.793,,8957734
12464,Robert Alexander Parra Ciro,0,0,2016-08-25T10:27:44.510,https://lh3.googleusercontent.com/-IotbXk_aA9k/AAAAAAAAAAI/AAAAAAAAAaQ/JnaujC6gtDQ/photo.jpg?sz=128,,1,,,0,2016-08-05T08:39:57.450,,5959715
12465,Scarcha,0,0,2016-08-23T10:03:25.587,https://www.gravatar.com/avatar/d3e664086523793670e922a9a83e63dc?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-05T11:58:34.063,,8959063
12466,Juan Sebastián Zuluaga Molina,0,0,2016-08-05T12:42:34.147,https://lh3.googleusercontent.com/-TAJeIzr0a4k/AAAAAAAAAAI/AAAAAAAAEcg/DdTrfoBXuPU/photo.jpg,,1,,,0,2016-08-05T12:42:34.147,,8959329
12467,Mario Escudero,1,0,2016-08-24T14:41:22.560,https://www.gravatar.com/avatar/389c6efef4738b6a8a01211fd2287380?s=128&d=identicon&r=PG,,18,,,3,2016-08-05T12:46:29.983,,5200529
12468,Andres Sierra,0,0,2016-08-27T17:22:03.477,https://www.gravatar.com/avatar/bc7ed2e9e47e049d80f1e7343c2f4532?s=128&d=identicon&r=PG&f=1,,15,,,0,2016-08-05T13:25:02.527,,8959587
12469,Luis Martinez,0,0,2016-08-05T13:28:41.393,https://graph.facebook.com/1145365955/picture?type=large,,1,,,0,2016-08-05T13:28:41.393,,5578572
12470,Hubyx Reds,0,0,2016-08-20T17:12:07.840,https://lh4.googleusercontent.com/-q1DzC16OsbM/AAAAAAAAAAI/AAAAAAAAATI/COQ1CDvn4og/photo.jpg?sz=128,https://www.elcubogris.com/,1,"Mexico City, Mexico",33,0,2016-08-05T13:40:55.743,<p>Web Developer.</p><br/>,5663655
12471,Alex,0,0,2016-08-07T13:58:34.077,https://www.gravatar.com/avatar/c820f393649d29527dbfdeed7240d755?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-05T13:44:11.230,,8959692
12472,Ramon Pereyra,1,0,2016-08-06T03:30:08.520,https://lh6.googleusercontent.com/-6FWsxhmw6bk/AAAAAAAAAAI/AAAAAAAAAG8/run9LNYm0Do/photo.jpg,,6,,,0,2016-08-05T13:53:02.713,,8959744
12473,razorblade,0,0,2016-08-08T16:55:08.740,https://i.stack.imgur.com/dCjc4.jpg?s=128&g=1,,101,"Lima, Peru",32,0,2016-08-05T14:00:24.237,"<p>Developer.</p><br/><br/><p>Frontend in Angularjs and Python</p><br/><br/><p>Other areas of expertise: Java, jQuery, CSS3, HTML5, PHP, Open graph, Objective C, ActionScript 3.0, Javascript.</p><br/>",1365392
12474,Diego De Dieu,2,0,2016-08-12T15:24:52.527,https://graph.facebook.com/10210319311366236/picture?type=large,,6,,,0,2016-08-05T14:44:14.237,,8960035
12475,Gabriel Solarte,1,0,2016-08-06T16:39:24.827,https://i.stack.imgur.com/usLIa.png?s=128&g=1,,11,,,0,2016-08-05T14:52:44.320,,8959972
12476,Gustavo Adolfo Jaramillo Uribe,0,0,2016-08-16T17:50:39.193,https://graph.facebook.com/945094545620169/picture?type=large,,1,"Colombia, Medellín - Antioquia",29,0,2016-08-05T15:11:31.807,"<p>Ingeniero de Sistemas residente en Medellin,Antioquia Colombia.</p><br/><br/><p>Con deseos de colaborar en la comunidad</p><br/>",8960193
12477,Ing Tejada,0,0,2016-08-11T15:23:44.673,https://www.gravatar.com/avatar/56822020f401a32778d25c8575db0658?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-05T15:13:45.177,,7264084
12478,damian,0,0,2016-08-05T15:19:12.073,,,1,,,0,2016-08-05T15:19:12.073,,8960232
12479,Aldodzb,0,0,2016-08-05T15:42:47.073,https://www.gravatar.com/avatar/54f9b5a7898fe7320ec76253cea077eb?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-05T15:42:47.073,,6457260
12480,Juanga Covas,0,0,2016-08-05T16:09:02.560,https://i.stack.imgur.com/cbi4E.jpg?s=128&g=1,,1,"Palma, Spain",37,0,2016-08-05T16:09:02.560,,1066193
12481,Dimitris,0,0,2016-08-17T12:21:25.943,https://www.gravatar.com/avatar/d8a64c3723b72b2a1cfd09342e9103d3?s=128&d=identicon&r=PG,https://harbur.io,101,"Barcelona, Spain",37,0,2016-08-05T16:21:42.750,,94913
12482,Fredy Marin,0,0,2016-08-05T16:34:49.840,https://lh5.googleusercontent.com/-ZAif5idaDew/AAAAAAAAAAI/AAAAAAAADxs/_9zkV9y8zAg/photo.jpg?sz=128,,1,,,0,2016-08-05T16:34:49.840,,7002556
12483,Oscar E. Alvarado,2,0,2016-09-03T02:57:37.323,https://www.gravatar.com/avatar/deb098028db5ebda24e301845e3eadac?s=128&d=identicon&r=PG&f=1,,44,,,3,2016-08-05T17:24:52.090,,7490164
12484,nkne,0,0,2016-08-23T03:29:20.563,https://i.stack.imgur.com/c4Xp6.jpg,,1,,,0,2016-08-05T17:25:11.870,,8960895
12485,lucas,0,0,2016-08-05T17:28:48.563,,,1,,,0,2016-08-05T17:28:48.563,,8960917
12486,Salvador Lemus,0,0,2016-08-08T18:42:23.743,https://lh3.googleusercontent.com/-lVnPgXq_MDU/AAAAAAAAAAI/AAAAAAAAAKs/03KxkgsbOcw/photo.jpg?sz=128,,1,,,0,2016-08-05T17:36:58.763,,5461843
12487,AdrianHF,0,0,2016-08-06T01:38:03.957,https://www.gravatar.com/avatar/15e2e6c63f1b60324b850d3cffa11c88?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-05T18:18:08.347,,8961142
12488,Aldo Carrillo ,0,0,2016-08-09T20:15:18.597,https://lh6.googleusercontent.com/-z43hPZ0Cnao/AAAAAAAAAAI/AAAAAAAAABA/gXJosUJIe5k/photo.jpg,,1,,,0,2016-08-05T18:42:25.890,,8961246
12489,Miguel Saldarriaga,0,0,2016-08-05T22:56:43.913,https://lh4.googleusercontent.com/-vxLCXML0MQE/AAAAAAAAAAI/AAAAAAAAAHU/MsKkpL4CAF8/photo.jpg,,1,,,0,2016-08-05T19:04:54.983,,8961354
12490,Sergio Gómez,0,0,2016-08-05T19:35:07.067,https://www.gravatar.com/avatar/92640d9601780aaabade79d42ddb01f1?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-05T19:35:07.067,,8961475
12491,Luna Durden,0,0,2016-08-05T19:49:21.387,https://graph.facebook.com/10155066244338976/picture?type=large,,1,,,0,2016-08-05T19:49:21.387,,8961540
12492,jbmartinez,2,0,2016-08-26T13:52:54.463,https://www.gravatar.com/avatar/856535c373c6cb06b869d1a542edb0ec?s=128&d=identicon&r=PG&f=1,,121,,,0,2016-08-05T20:12:12.610,<p>Web developer and number cruncher</p><br/>,4142455
12493,manhattan,1,0,2016-08-17T02:44:23.170,https://www.gravatar.com/avatar/5f13b8a240de309c748cba335f347cf0?s=128&d=identicon&r=PG&f=1,,1,"Berazategui, ARG",,0,2016-08-05T20:24:03.970,,6083647
12494,Marcelo Franco,0,0,2016-08-05T20:52:38.947,https://lh4.googleusercontent.com/-tO6nVfzXijs/AAAAAAAAAAI/AAAAAAAAAhE/-6W8ZPGDQAo/photo.jpg?sz=128,,1,,,0,2016-08-05T20:37:14.710,,8961460
12495,DaNoiseMan,0,0,2016-08-08T23:36:51.693,https://www.gravatar.com/avatar/5325f1c6f5600b8039050d8c7b7293d2?s=128&d=identicon&r=PG,,1,"Hurlingham, Buenos Aires, Argentina",,0,2016-08-05T20:46:13.560,"<p>I'm a website developer, by using php, mysql, html, css and javascript. GNU/Linux user, currently on Debian with i3wm desktop. On my free time I play guitar, sax and synths (got an instro surf band called Surfonica). I used to be a skater, but nowadays the board is dusty. Sometimes at night, I hear the wheels spining, calling me for a ride.</p><br/>",2877301
12496,Patricio Bustos,1,0,2016-08-06T22:53:22.350,https://www.gravatar.com/avatar/7cc7d0bb336f9315c991cfea3341f913?s=128&d=identicon&r=PG,,1,,,0,2016-08-05T20:49:45.960,,2451920
12497,Danyel Darkcloud,2,0,2016-08-26T01:10:12.827,https://i.stack.imgur.com/WjaSg.jpg?s=128&g=1,,56,,29,0,2016-08-05T21:00:55.670,<p>I'm a normal Runtime Sorcerer</p><br/>,2331191
12498,Jolquera,1,0,2016-08-25T16:11:34.710,https://www.gravatar.com/avatar/5ed060e542ca24a90ec99f6d806e1622?s=128&d=identicon&r=PG&f=1,,6,,,0,2016-08-05T21:03:51.343,,8961795
12499,Luis Bonilla Cortes,0,0,2016-08-05T22:21:46.457,https://graph.facebook.com/10209294447694871/picture?type=large,,1,,,0,2016-08-05T22:21:46.457,,8962059
12500,Jose Flavio Quispe Irrazábal,0,0,2016-08-11T14:40:04.153,https://graph.facebook.com/10201668108462547/picture?type=large,,1,,,0,2016-08-05T23:04:29.167,,7983401
12501,Not Again,0,0,2016-08-06T00:29:32.850,https://www.gravatar.com/avatar/730d4b7055bd81aa6364849c5b48ccf7?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-06T00:29:32.850,,8962363
12502,Sanpu,0,0,2016-08-29T19:26:21.827,https://www.gravatar.com/avatar/70625b3f843d0b18a13fd1192a4fefb1?s=128&d=identicon&r=PG,,1,,28,0,2016-08-06T01:07:39.430,,2860530
12503,heri Valencia,0,0,2016-08-06T01:29:29.127,https://www.gravatar.com/avatar/bc206dd6b311e7d9a68bb5a38854b461?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-06T01:29:29.127,,8962481
12504,zor,0,0,2016-08-06T02:43:09.227,https://lh5.googleusercontent.com/-9rW21XWDli8/AAAAAAAAAAI/AAAAAAAACn0/XS2mORsYXwQ/photo.jpg,,1,,,0,2016-08-06T02:43:09.227,,8962618
12505,Suneet Bansal,2,0,2016-08-06T04:13:07.663,https://www.gravatar.com/avatar/19ad7dfcfd2d84a2a5a3d313f17244c1?s=128&d=identicon&r=PG&f=1,,101,"Pune, India",32,0,2016-08-06T04:13:07.663,,3893308
12506,tato,0,0,2016-08-06T05:26:00.427,https://www.gravatar.com/avatar/c2b18c88bb472769d4b76b48b07c94ce?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-06T05:26:00.427,,8962988
12507,Wiscanlad,0,0,2016-08-06T06:13:26.670,https://www.gravatar.com/avatar/931e0fe8841ae6bf31cc0916c4fe500b?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-06T06:13:26.670,,8963129
12508,LeagueOfJava,0,0,2016-08-06T19:14:03.290,https://www.gravatar.com/avatar/5a88e712b0208822dc397805b430d34e?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-06T09:14:57.653,,8963667
12509,Joan Marcè i Igual,0,0,2016-08-06T10:55:10.550,https://www.gravatar.com/avatar/fb8a38b7eb7601568d46f0688eb2c793?s=128&d=identicon&r=PG,,1,,,0,2016-08-06T10:55:10.550,<p>Student who loves programming.</p><br/>,4980494
12510,Camilo Medina,0,0,2016-09-02T23:14:53.150,https://lh6.googleusercontent.com/-2LlLIfnn8RI/AAAAAAAAAAI/AAAAAAAAAA0/PD1_589hY6I/photo.jpg?sz=128,http://camilomedina.pe.hu,3,"Lima, Departamento de Lima, Perú",26,0,2016-08-06T15:53:56.950,"<p>De dia: Programador a tiempo completo. Apasionado con las ciencias de la computación.</p><br/><br/><p>De noche: Aficionado a los juegos de Nintendo: Pokemon, Zelda y Mario.</p><br/>",8965061
12511,Uziel Trujillo,3,0,2016-08-29T03:14:24.627,https://lh3.googleusercontent.com/-ivVYag9E7Ms/AAAAAAAAAAI/AAAAAAAAASU/8KyJBwXl8qo/photo.jpg?sz=128,,1,,,0,2016-08-06T16:37:14.117,,8965210
12512,Javier54,0,0,2016-08-10T05:39:32.667,,,1,,,0,2016-08-06T16:43:12.903,,8965253
12513,Cristitan n_n,0,0,2016-08-06T17:07:02.330,https://lh6.googleusercontent.com/-dPhWzDm-b_s/AAAAAAAAAAI/AAAAAAAABTs/LNfPRZlg04Y/photo.jpg,,1,,,0,2016-08-06T17:07:02.330,,8965334
12514,Jorge,0,0,2016-08-06T19:17:24.810,https://www.gravatar.com/avatar/1a812f6d821ecbf2108701d19f3ac8d0?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-06T19:17:24.810,,6334027
12515,Karloz Dz,0,0,2016-08-10T08:44:25.077,https://www.gravatar.com/avatar/852e793cf1c337f0410f5fcfdcd8300d?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-06T19:37:07.927,,8965769
12516,Steven Delgado,0,0,2016-08-06T20:14:55.527,https://www.gravatar.com/avatar/fac5d8b1da3a5c8833190db0e775bee0?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-06T20:14:55.527,,8872793
12517,Alberto Jiménez,0,0,2016-09-01T23:01:32.317,https://graph.facebook.com/1181499488558981/picture?type=large,,11,,,0,2016-08-06T20:43:32.473,,8965979
12518,Jans Izac Martinez Morentin,0,0,2016-08-09T07:28:57.683,https://graph.facebook.com/1239064716136045/picture?type=large,,1,,,0,2016-08-06T22:15:16.747,,8963716
12519,Vanellope De Delenvigne,0,0,2016-08-07T00:45:35.437,https://graph.facebook.com/1759478827669529/picture?type=large,,1,,,0,2016-08-07T00:45:35.437,,8966543
12520,Hansel,0,0,2016-08-07T00:47:39.253,,,1,,,0,2016-08-07T00:47:39.253,,8966548
12521,Andrew Sullivan,0,0,2016-08-07T01:19:28.857,https://www.gravatar.com/avatar/9f5bd149c4a1bf4a35c30dda6932ab6d?s=128&d=identicon&r=PG,,1,,,0,2016-08-07T01:19:28.857,,1438869
12522,Carlos Criollo,0,0,2016-08-07T12:35:01.120,https://lh4.googleusercontent.com/-cVdl72kIkM4/AAAAAAAAAAI/AAAAAAAAABs/MeBKAkbJc0o/photo.jpg,,1,,,0,2016-08-07T02:59:07.163,,8966806
12523,Jadex,0,0,2016-08-07T03:36:51.597,https://www.gravatar.com/avatar/26bbee18d1aa0c97c4bdba553a93848c?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-07T03:03:00.713,,8966813
12524,Melina TA,2,0,2016-08-27T03:55:46.473,https://graph.facebook.com/10210012531729378/picture?type=large,,11,,,0,2016-08-07T03:35:13.323,,8966878
12525,John,2,0,2016-08-27T16:30:19.483,https://www.gravatar.com/avatar/6aa953c51956326200388bfa63ef765c?s=128&d=identicon&r=PG&f=1,,16,,,0,2016-08-07T03:45:39.297,,8966895
12526,Santiago Galeano,0,0,2016-08-07T04:50:43.717,https://graph.facebook.com/1161336720579626/picture?type=large,,1,,,0,2016-08-07T04:35:38.903,,8967016
12527,Nicolas Volpe,0,0,2016-08-07T05:02:58.350,https://lh5.googleusercontent.com/-GqW0JpDmPe0/AAAAAAAAAAI/AAAAAAAAAJY/rzjsPHmiOEE/photo.jpg?sz=128,,1,,,0,2016-08-07T05:02:58.350,,8966921
12528,nesnes,0,0,2016-08-07T06:13:50.710,https://www.gravatar.com/avatar/b34e4b12608ad6d4b7edb39fae0a5a5f?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-07T05:43:52.430,,8967172
12529,LearnToDevelop,0,0,2016-08-07T10:52:48.357,https://www.gravatar.com/avatar/9e96ebebbcb4dce2fa87a87b21d2af4a?s=128&d=identicon&r=PG&f=1,,1,,,0,2016-08-07T10:37:45.540,,8967989
